epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
143,1692.66,0.22934,0.30219,0.10393,0.94321,0.92866,0.96925,0.66045,0.36048,0.42455,0.22429,0.0027321,0.0027321,0.0027321
144,1704.68,0.26412,0.32452,0.10615,0.94006,0.90108,0.96208,0.66788,0.35345,0.41516,0.21771,0.00270626,0.00270626,0.00270626
145,1716.46,0.24632,0.31621,0.10504,0.9509,0.88602,0.96153,0.68029,0.34311,0.40328,0.21607,0.00268041,0.00268041,0.00268041
146,1728.1,0.2409,0.3116,0.10417,0.944,0.89462,0.96824,0.67892,0.3405,0.41076,0.20622,0.00265453,0.00265453,0.00265453
147,1739.76,0.22742,0.2988,0.10167,0.94378,0.89247,0.97037,0.67271,0.34574,0.41332,0.21383,0.00262864,0.00262864,0.00262864
148,1751.44,0.22769,0.30098,0.1052,0.90959,0.93038,0.97507,0.66204,0.3594,0.41543,0.22748,0.00260274,0.00260274,0.00260274
149,1763.05,0.22438,0.30185,0.09894,0.92328,0.92473,0.96905,0.66655,0.35938,0.40642,0.23182,0.00257683,0.00257683,0.00257683
150,1774.51,0.22211,0.30275,0.09942,0.92484,0.91828,0.96801,0.65991,0.36758,0.40625,0.23696,0.00255092,0.00255092,0.00255092
151,1786.3,0.2268,0.30049,0.0991,0.9563,0.89421,0.96721,0.66836,0.36016,0.39701,0.2298,0.002525,0.002525,0.002525
152,1797.98,0.21696,0.29701,0.09599,0.9442,0.90965,0.96823,0.65666,0.37119,0.41239,0.23746,0.00249908,0.00249908,0.00249908
153,1809.48,0.22177,0.29456,0.09941,0.93883,0.92412,0.967,0.65727,0.37021,0.42115,0.23637,0.00247317,0.00247317,0.00247317
154,1821.01,0.21503,0.29522,0.09736,0.958,0.91183,0.97625,0.66719,0.35811,0.40584,0.22953,0.00244726,0.00244726,0.00244726
155,1832.66,0.21988,0.29665,0.10192,0.93417,0.93763,0.97073,0.66385,0.35645,0.4081,0.23084,0.00242136,0.00242136,0.00242136
156,1844.44,0.22116,0.30272,0.09715,0.92908,0.93548,0.97244,0.6644,0.35968,0.40967,0.22911,0.00239547,0.00239547,0.00239547
157,1856.21,0.22735,0.29857,0.10373,0.9275,0.93545,0.97329,0.65546,0.37109,0.41331,0.23628,0.00236959,0.00236959,0.00236959
158,1867.93,0.22133,0.29733,0.10095,0.91485,0.93763,0.972,0.66425,0.35778,0.4155,0.21984,0.00234374,0.00234374,0.00234374
159,1879.76,0.22473,0.30248,0.10486,0.93947,0.93452,0.97017,0.65869,0.36273,0.4165,0.23076,0.0023179,0.0023179,0.0023179
160,1891.76,0.21864,0.29611,0.09501,0.93627,0.95054,0.97846,0.6987,0.32837,0.39799,0.20591,0.00229208,0.00229208,0.00229208
161,1903.38,0.21866,0.29728,0.0983,0.96227,0.93231,0.97751,0.68178,0.34159,0.40409,0.2121,0.00226629,0.00226629,0.00226629
162,1915.22,0.205,0.28204,0.08917,0.95749,0.92038,0.97787,0.67435,0.35379,0.40895,0.21983,0.00224053,0.00224053,0.00224053
163,1927.07,0.21711,0.29218,0.09667,0.95643,0.91183,0.97719,0.66514,0.36402,0.42128,0.23155,0.0022148,0.0022148,0.0022148
164,1938.98,0.21811,0.29281,0.09685,0.9499,0.91398,0.96679,0.66454,0.36616,0.42397,0.22947,0.0021891,0.0021891,0.0021891
165,1950.49,0.2193,0.29545,0.09367,0.93192,0.92258,0.9642,0.66031,0.36548,0.42121,0.22817,0.00216344,0.00216344,0.00216344
166,1962.05,0.2147,0.28926,0.09572,0.93746,0.92043,0.9611,0.63936,0.39012,0.43352,0.24525,0.00213782,0.00213782,0.00213782
167,1973.97,0.2168,0.28786,0.09635,0.93145,0.92258,0.96585,0.6685,0.35486,0.41552,0.21999,0.00211225,0.00211225,0.00211225
168,1986,0.21106,0.29374,0.09293,0.93265,0.92318,0.9647,0.661,0.35873,0.42284,0.2266,0.00208672,0.00208672,0.00208672
169,1997.6,0.20914,0.28527,0.09253,0.94027,0.91406,0.96646,0.66223,0.36033,0.42352,0.22557,0.00206123,0.00206123,0.00206123
170,2009.28,0.21179,0.286,0.09256,0.96072,0.89892,0.96477,0.68177,0.34036,0.41404,0.20752,0.0020358,0.0020358,0.0020358
